booking_date,arrival_date,departure_date,length_of_stay,num_guests,room_type,guest_type,purpose_of_visit,loyalty_program,previous_cancellations,reservation_status,deposit_type,total_cost,payment_method,hotel_type,number_of_rooms,facilities,lead_time,seasonality,cancellation_date,reason_for_cancellation,lead_time_at_cancellation,guest_age,guest_nationality,property_rating,distance_to_attractions,day_of_week,time_of_day_booking,time_of_day_cancellation,gdp,inflation_rate,presence_of_event,event_date,temperature,precipitation,competitor_price
2024-04-19,2024-04-30,2024-05-01,1,1,single,individual,business,False,11.82200186607426,['cancelled'],cash,7884.40717896479,debit_card,resort,1,['restaurant'],11,April,,,,22,SLV,3,1.8988792842726625,Tuesday,23:00:20,06:27:54,4337.78428082609,0.010287600460067041,True,2024-05-01,33.80453641783629,moderate,7884.40717896479
2024-04-08,2024-04-13,2024-04-17,4,1,single,corporate,business,False,7.561388643482088,['checkout'],credit_card,12759.240282110708,cash,resort,1,"['pool', 'restaurant', 'pool']",5,April,,,,63,BGR,4,7.122535874960745,Saturday,09:14:30,03:28:26,6355.686941035981,0.02688648223101075,False,2024-05-14,35.991317713248094,heavy,12759.240282110708
2024-04-07,2024-04-24,2024-05-04,10,4,double,corporate,business,True,0.8898502400981334,['checkout'],credit_card,6500.119231749796,credit_card,city hotel,4,"['business center', 'business center']",17,April,,,,54,GIN,1,6.951569470698375,Wednesday,10:26:52,00:43:46,7906.060724186305,0.011029093160578738,True,2024-04-25,-4.923753143468948,none,6500.119231749796
2024-04-15,2024-04-19,2024-04-29,10,4,suite,corporate,business,True,8.233646817729737,['cancelled'],no_deposit,11424.50080097926,cash,resort,2,"['restaurant', 'kids club', 'gym']",4,April,,,,75,MKD,3,1.6184408485974704,Friday,18:27:51,02:22:15,9485.064499263352,0.09205624320161679,False,2024-05-07,8.393783732555121,light,11424.50080097926
2024-03-25,2024-04-17,2024-04-26,9,2,suite,individual,other,False,16.859281593790726,['checkout'],cash,5272.890435939915,cash,motel,1,"['parking', 'wifi']",23,April,,,,49,GAB,1,1.5135186847711395,Wednesday,09:20:55,19:05:29,4614.802428308543,0.07796788022024545,False,2024-04-23,21.739099830342607,light,5272.890435939915
2024-04-07,2024-04-24,2024-05-03,9,1,single,corporate,business,False,15.48037695147477,['checkout'],credit_card,9867.242248459997,cash,resort,1,"['pool', 'pool', 'restaurant', 'restaurant', 'gym']",17,April,,,,53,ZAF,4,3.91122774412417,Wednesday,11:32:16,06:07:43,1044.336254118065,0.09173749089960971,True,2024-04-22,17.287495844438325,none,9867.242248459997
2024-03-27,2024-04-15,2024-04-19,4,3,suite,group,other,False,15.256337339808496,['cancelled'],no_deposit,13531.893713684383,debit_card,resort,1,"['restaurant', 'gym', 'pool', 'restaurant']",19,April,2024-04-06,unforeseen circumstances,10.0,67,MHL,1,5.148847613256953,Monday,18:32:51,02:44:42,6441.941437860841,0.022131196144435053,False,2024-05-05,26.201343348734163,heavy,13531.893713684383
2024-04-01,2024-04-20,2024-04-25,5,1,single,group,leisure,True,10.970920734532811,['cancelled'],credit_card,18870.2460369857,debit_card,city hotel,1,"['business center', 'gym', 'business center']",19,April,,,,65,SWZ,5,6.0758208373677896,Saturday,11:49:46,10:38:17,3849.124481394335,0.08826437909192338,True,2024-05-12,-4.779353676735884,light,18870.2460369857
2024-04-04,2024-05-04,2024-05-10,6,2,suite,individual,business,False,14.57126637267792,['cancelled'],credit_card,12430.91029957036,credit_card,city hotel,1,"['gym', 'business center', 'restaurant']",30,May,,,,76,CZE,3,8.101880486893489,Saturday,22:12:24,13:33:47,6115.154346685854,0.03573314693985661,True,2024-05-14,43.42164579053786,light,12430.91029957036
2024-04-19,2024-05-18,2024-05-22,4,1,double,group,business,True,14.604002304309027,['cancelled'],no_deposit,3891.070484972264,cash,motel,1,"['wifi', 'parking']",29,May,2024-04-25,change of plans,6.0,78,HTI,4,1.088134351088629,Saturday,15:28:46,05:11:15,1234.295783416415,0.09384954718981095,True,2024-04-22,25.93386523080669,heavy,3891.070484972264
2024-04-18,2024-04-25,2024-05-01,6,3,double,group,business,False,7.158479494016414,['checkout'],cash,6558.075975044765,cash,city hotel,3,"['gym', 'restaurant']",7,April,,,,61,AND,1,9.052363367876769,Thursday,16:57:55,22:52:49,7342.982231592812,0.01753408595735521,True,2024-05-02,-1.5690577369515744,none,6558.075975044765
2024-04-08,2024-04-22,2024-04-29,7,2,single,corporate,business,False,10.690296369382608,['cancelled'],credit_card,14558.46509651803,debit_card,city hotel,2,['gym'],14,April,,,,21,NRU,3,1.2195948822709242,Monday,13:35:22,06:18:48,8501.3768648931,0.04447754636506197,False,2024-05-06,29.76840639807876,light,14558.46509651803
2024-04-05,2024-04-10,2024-04-12,2,1,suite,corporate,business,True,13.541691695671695,['checkout'],no_deposit,3918.408362477821,cash,city hotel,1,['business center'],5,April,,,,46,RWA,3,0.9164330370048123,Wednesday,08:35:10,21:02:58,7112.920593409293,0.049216464794649875,False,2024-04-24,21.40616557400308,heavy,3918.408362477821
2024-03-24,2024-04-16,2024-04-19,3,3,single,individual,business,False,5.104190761141005,['cancelled'],no_deposit,5606.145082051037,credit_card,resort,3,['spa'],23,April,2024-03-25,change of plans,1.0,50,OMN,1,2.360526238666318,Tuesday,14:41:23,12:39:28,9898.571853986032,0.021261808643322947,True,2024-05-06,29.90087224593252,none,5606.145082051037
2024-04-02,2024-04-29,2024-05-01,2,3,double,group,other,False,5.537483983621881,['cancelled'],credit_card,19106.945906312874,cash,motel,3,"['wifi', 'parking']",27,April,2024-04-08,change of plans,6.0,79,UZB,2,9.195551829013091,Monday,18:03:00,22:45:50,2692.1682112724834,0.018545914401575974,False,2024-04-25,13.35982674658483,moderate,19106.945906312874
2024-04-14,2024-04-21,2024-04-22,1,4,suite,corporate,business,True,18.585416796519084,['checkout'],cash,4691.831791860532,debit_card,city hotel,2,['gym'],7,April,,,,53,IRQ,5,6.095638348081655,Sunday,07:40:39,18:34:44,2694.1364948011096,0.019961412079163972,False,2024-05-06,27.906503721713648,none,4691.831791860532
2024-04-17,2024-05-11,2024-05-21,10,2,single,corporate,business,False,3.801409788734138,['checkout'],credit_card,10834.274493189132,cash,resort,2,"['pool', 'pool', 'spa', 'pool', 'kids club']",24,May,,,,74,MEX,1,1.6726412539800843,Saturday,22:28:08,23:38:29,3553.8506369431234,0.09712182703444013,True,2024-05-07,24.630150426226443,moderate,10834.274493189132
2024-03-23,2024-04-16,2024-04-17,1,2,single,corporate,business,False,18.79985714514582,['checkout'],cash,5354.918036775876,debit_card,resort,2,"['kids club', 'restaurant', 'kids club', 'restaurant']",24,April,2024-03-30,unforeseen circumstances,7.0,19,ETH,2,8.470353377319398,Tuesday,23:01:39,03:56:53,1747.027998527547,0.07186797612060739,False,2024-05-01,-5.482808464813328,moderate,5354.918036775876
2024-04-12,2024-05-05,2024-05-12,7,2,double,corporate,business,False,9.416200809633148,['cancelled'],no_deposit,15944.823803946181,cash,motel,2,"['wifi', 'wifi']",23,May,,,,67,NOR,5,3.9181660782896444,Sunday,03:56:00,02:23:06,7894.055853373113,0.0701500125816465,False,2024-05-20,6.268522741485047,light,15944.823803946181
2024-04-13,2024-04-17,2024-04-25,8,4,suite,corporate,business,False,1.1200119360904037,['cancelled'],credit_card,7967.973762276267,cash,city hotel,2,"['business center', 'restaurant', 'business center']",4,April,2024-04-16,unforeseen circumstances,3.0,20,MCO,5,5.017442623653243,Wednesday,19:57:10,09:22:16,2632.9486647480435,0.08152905195407735,True,2024-05-14,13.2008011457167,light,7967.973762276267
2024-04-20,2024-04-27,2024-05-01,4,3,suite,individual,business,True,4.238018461387833,['checkout'],cash,7486.258052379009,debit_card,motel,1,"['wifi', 'wifi']",7,April,,,,19,GMB,5,4.306871713656099,Saturday,21:00:51,22:14:54,8149.019362307107,0.05537622896157972,False,2024-05-21,23.014152563636443,light,7486.258052379009
2024-04-19,2024-05-01,2024-05-10,9,3,suite,individual,leisure,False,18.522143103656326,['checkout'],cash,17532.888563939072,cash,resort,1,"['kids club', 'gym', 'restaurant']",12,May,,,,28,LVA,4,5.729143052019607,Wednesday,16:43:17,09:54:27,3215.968654513054,0.03181381608012262,False,2024-05-16,-2.3600371348928793,heavy,17532.888563939072
2024-04-20,2024-05-08,2024-05-15,7,3,suite,group,other,False,4.164309343035779,['cancelled'],no_deposit,9537.734807537381,cash,city hotel,1,"['gym', 'business center']",18,May,,,,74,IND,4,7.420000216903298,Wednesday,15:15:02,12:10:07,6922.757329757103,0.060198627253706165,False,2024-05-03,46.10988594486263,light,9537.734807537381
2024-04-11,2024-04-22,2024-05-02,10,3,suite,corporate,business,True,13.267126549596387,['cancelled'],no_deposit,13153.788033329583,credit_card,motel,1,"['wifi', 'parking']",11,April,,,,80,SAU,3,6.544925161138024,Monday,01:23:16,21:14:03,6921.551267106391,0.057949495353392375,False,2024-04-24,45.254690163239104,heavy,13153.788033329583
2024-03-23,2024-04-15,2024-04-18,3,2,double,group,leisure,True,18.53068975614061,['checkout'],credit_card,14982.786779338465,debit_card,city hotel,2,"['gym', 'business center', 'restaurant']",23,April,,,,47,RWA,1,6.976489340863283,Monday,20:21:54,17:01:33,4657.842098336057,0.039990669167212965,True,2024-04-23,-7.654706525774779,none,14982.786779338465
2024-03-25,2024-04-20,2024-04-23,3,1,suite,group,other,False,6.394868953652793,['checkout'],credit_card,15028.274171237892,debit_card,city hotel,1,"['business center', 'gym']",26,April,2024-03-29,financial reasons,4.0,27,HND,5,1.9778464746090083,Saturday,21:24:12,23:50:49,6174.594618181152,0.045902880061113586,False,2024-05-17,15.374763081210851,none,15028.274171237892
2024-04-11,2024-05-04,2024-05-07,3,1,double,corporate,business,False,6.247745803501892,['checkout'],cash,5226.050542563069,cash,resort,1,"['pool', 'spa', 'gym', 'gym', 'gym']",23,May,2024-04-19,change of plans,8.0,73,BHS,2,7.453749716435448,Saturday,07:28:09,23:13:32,6720.086473327725,0.036341069600060394,False,2024-04-27,33.15584447711431,none,5226.050542563069
2024-03-24,2024-03-30,2024-04-01,2,2,single,individual,leisure,False,2.433876455918804,['checkout'],no_deposit,1113.53098499507,credit_card,motel,2,['wifi'],6,March,2024-03-25,unforeseen circumstances,1.0,64,TWN,3,6.137028552812258,Saturday,10:53:29,20:23:06,7729.9926786396245,0.01318827707068276,False,2024-05-08,36.161784485940025,light,1113.53098499507
2024-04-10,2024-04-20,2024-04-30,10,2,suite,individual,other,True,5.194684215369223,['checkout'],cash,17139.22346557749,cash,resort,1,"['spa', 'spa', 'pool']",10,April,,,,24,NRU,5,1.5423300177190213,Saturday,07:37:27,20:50:10,9998.326464541718,0.05886207656801143,False,2024-04-29,24.30282493938988,moderate,17139.22346557749
2024-04-10,2024-05-04,2024-05-13,9,2,double,corporate,business,False,2.8622032491382066,['cancelled'],credit_card,5120.925662889161,debit_card,city hotel,2,['gym'],24,May,,,,21,DZA,3,2.6243914348709407,Saturday,13:11:19,13:49:19,4628.483881375282,0.06054726541168406,False,2024-04-30,3.5841658008860975,moderate,5120.925662889161
2024-04-15,2024-04-25,2024-04-28,3,3,double,individual,other,False,5.258335294334051,['cancelled'],cash,10632.876911848105,cash,resort,3,"['pool', 'gym', 'restaurant', 'spa', 'kids club']",10,April,2024-04-19,change of plans,4.0,41,VUT,4,6.737790989818527,Thursday,23:37:47,08:29:12,5757.137591756356,0.07554018183048512,True,2024-05-07,9.768410796794353,heavy,10632.876911848105
2024-03-28,2024-04-21,2024-04-26,5,2,double,corporate,business,False,7.85763188275542,['cancelled'],no_deposit,2262.085047737003,cash,city hotel,2,"['gym', 'gym', 'gym']",24,April,,,,63,GHA,4,7.677264769831651,Sunday,22:36:52,18:57:49,2542.202931474493,0.038689058536254005,False,2024-05-15,0.9243590193827718,light,2262.085047737003
2024-04-17,2024-05-07,2024-05-09,2,3,suite,individual,leisure,False,9.158979894250718,['cancelled'],credit_card,16725.079547663638,cash,resort,1,"['pool', 'kids club']",20,May,,,,54,AGO,2,4.268191822273169,Tuesday,04:46:32,16:36:01,3306.0860415665607,0.08482736579124071,True,2024-05-13,-2.378016346499633,light,16725.079547663638
2024-04-14,2024-04-25,2024-04-29,4,3,single,individual,other,True,0.5137735319321068,['cancelled'],credit_card,10860.335558799808,credit_card,resort,3,"['restaurant', 'restaurant', 'pool', 'kids club', 'restaurant']",11,April,,,,58,PAK,2,2.562123755286969,Thursday,10:13:42,02:37:22,7787.234620925951,0.04260535341437958,True,2024-04-30,1.3660435670390605,none,10860.335558799808
2024-03-28,2024-04-06,2024-04-12,6,1,suite,corporate,business,True,17.67561867531347,['cancelled'],cash,8068.691468494144,debit_card,city hotel,1,"['business center', 'gym']",9,April,2024-04-02,unforeseen circumstances,5.0,61,PAN,1,4.901399988820698,Saturday,04:32:53,05:03:29,7753.678361096682,0.04332868749059626,True,2024-05-16,17.110357783261964,none,8068.691468494144
2024-04-06,2024-04-15,2024-04-22,7,3,suite,group,leisure,False,2.6263879339718454,['cancelled'],no_deposit,16137.32261091001,credit_card,motel,1,"['wifi', 'parking']",9,April,2024-04-12,change of plans,6.0,57,SAU,5,7.945825951723632,Monday,21:37:16,13:56:36,5018.607713395093,0.07250884794030417,True,2024-05-10,-2.1426729823170207,light,16137.32261091001
2024-04-11,2024-04-14,2024-04-20,6,1,double,corporate,business,False,18.02953963044386,['checkout'],no_deposit,16945.45494004649,cash,city hotel,1,['business center'],3,April,2024-04-16,unforeseen circumstances,5.0,18,MDG,4,7.972253420600783,Sunday,19:24:22,04:36:48,2875.0896615190595,0.0624663198909719,True,2024-05-02,-1.745539169308044,none,16945.45494004649
2024-04-11,2024-05-03,2024-05-06,3,1,single,corporate,business,True,5.641931286838711,['checkout'],cash,5576.331984573979,credit_card,city hotel,1,"['business center', 'business center']",22,May,,,,29,FRA,5,8.039447308886652,Friday,10:58:41,23:40:13,5725.5149379323475,0.06399918052861346,False,2024-05-05,-7.635168034384872,moderate,5576.331984573979
2024-04-20,2024-04-23,2024-04-28,5,4,suite,corporate,business,False,7.884065394548392,['checkout'],cash,4220.605294620622,credit_card,city hotel,2,"['gym', 'restaurant']",3,April,,,,54,GAB,4,1.3352112332307684,Tuesday,05:41:30,09:20:26,4506.430912466444,0.08551279197306497,True,2024-05-18,-9.087433909275948,heavy,4220.605294620622
2024-04-18,2024-04-23,2024-04-30,7,4,suite,group,business,False,7.941448900894703,['cancelled'],credit_card,1020.2703864457167,credit_card,city hotel,2,"['restaurant', 'business center']",5,April,2024-04-25,change of plans,7.0,53,ALB,1,6.396968469323032,Tuesday,10:02:25,21:59:34,2930.3647430152196,0.08961049306268101,False,2024-05-07,0.19787697641730695,heavy,1020.2703864457167
2024-04-11,2024-04-26,2024-05-05,9,3,single,group,other,True,16.018304140299392,['checkout'],credit_card,16317.257800563517,credit_card,city hotel,3,['gym'],15,April,,,,52,GNB,2,4.966634103567865,Friday,20:10:01,02:02:17,4207.1240693426025,0.0368909198805338,True,2024-05-13,-8.420440920862946,light,16317.257800563517
2024-03-24,2024-04-11,2024-04-17,6,3,suite,individual,business,True,10.822235510602855,['cancelled'],no_deposit,17221.31707120745,credit_card,city hotel,1,['gym'],18,April,,,,59,CHL,3,5.11042226856596,Thursday,21:13:22,18:01:54,2269.1257090559147,0.01795093076471021,False,2024-05-05,6.200991661921265,heavy,17221.31707120745
2024-03-30,2024-04-02,2024-04-07,5,1,suite,corporate,business,True,13.330644894639203,['checkout'],cash,19329.897801858977,credit_card,motel,1,['wifi'],3,April,,,,27,SWZ,4,6.76749576791427,Tuesday,18:47:37,10:55:15,2336.062356805981,0.06748834062570508,False,2024-05-01,0.709695564638043,light,19329.897801858977
2024-04-21,2024-05-16,2024-05-18,2,3,double,individual,leisure,False,16.88324757316852,['cancelled'],no_deposit,14495.232285768347,debit_card,motel,3,"['parking', 'parking']",25,May,,,,40,RUS,2,6.233072661347226,Thursday,04:16:11,14:30:53,6421.743601321576,0.07355678544103594,False,2024-04-27,14.272402849833828,none,14495.232285768347
2024-03-25,2024-04-10,2024-04-13,3,4,single,group,other,True,5.0808122313110005,['checkout'],cash,6978.209973761993,cash,city hotel,4,"['business center', 'business center', 'restaurant']",16,April,2024-04-04,change of plans,10.0,67,RUS,3,2.4368146834947955,Wednesday,02:53:00,06:13:43,2302.0930416617357,0.09696305927227053,True,2024-05-16,33.774670666645456,none,6978.209973761993
2024-04-01,2024-04-03,2024-04-07,4,3,single,individual,leisure,True,18.513503352421996,['cancelled'],no_deposit,5719.664343724845,credit_card,city hotel,3,['restaurant'],2,April,,,,42,BEL,5,1.3315630885159588,Wednesday,06:22:49,17:54:50,7230.495030961561,0.09223926429355589,False,2024-05-15,-9.692187052476143,heavy,5719.664343724845
2024-04-09,2024-05-08,2024-05-18,10,2,single,group,business,False,19.184784466206313,['cancelled'],credit_card,19820.109225748496,debit_card,city hotel,2,"['gym', 'business center', 'business center']",29,May,2024-04-12,financial reasons,3.0,71,IND,4,1.9426126969092845,Wednesday,03:13:35,08:56:40,9505.267873534352,0.035724706448696665,False,2024-04-23,27.665976738070583,none,19820.109225748496
2024-04-21,2024-05-02,2024-05-10,8,3,single,individual,business,True,10.008506197911576,['checkout'],no_deposit,3290.209498211304,debit_card,motel,3,['parking'],11,May,2024-05-01,change of plans,10.0,29,BGD,4,5.390910692730284,Thursday,01:21:58,06:50:21,3437.992015318085,0.03125770977582597,True,2024-05-11,24.795731114935023,none,3290.209498211304
2024-04-06,2024-04-19,2024-04-28,9,2,single,individual,business,True,9.412844852457738,['cancelled'],cash,10425.99827406022,cash,motel,2,['parking'],13,April,2024-04-16,financial reasons,10.0,41,CYP,1,3.844196742740157,Friday,04:23:56,13:44:12,3446.105660952965,0.04978454825814736,True,2024-05-13,28.68404995502076,light,10425.99827406022
2024-03-27,2024-04-26,2024-04-28,2,1,double,individual,leisure,False,8.161116578324794,['checkout'],cash,10787.484233395317,debit_card,motel,1,['parking'],30,April,,,,77,BEN,3,4.47417016538073,Friday,21:22:35,16:49:12,6371.20308964734,0.07785481183418747,False,2024-05-04,-7.261436568636383,heavy,10787.484233395317
2024-04-07,2024-04-19,2024-04-27,8,3,suite,corporate,business,True,13.719071421073604,['cancelled'],cash,9129.816184522668,debit_card,motel,1,['wifi'],12,April,2024-04-17,unforeseen circumstances,10.0,44,TUN,3,2.796099091118404,Friday,07:23:41,08:35:40,6153.556831432516,0.08757658141358664,True,2024-05-10,25.005450437968406,heavy,9129.816184522668
2024-04-16,2024-05-06,2024-05-15,9,3,single,group,other,False,6.949017794285368,['cancelled'],credit_card,9569.413007678288,cash,city hotel,3,['business center'],20,May,2024-04-24,change of plans,8.0,67,WSM,3,8.946568497671285,Monday,23:45:15,03:58:55,9800.595526900963,0.07695508027437832,True,2024-04-24,41.94952542095996,heavy,9569.413007678288
2024-03-25,2024-03-31,2024-04-05,5,4,double,individual,leisure,True,3.049943035280409,['cancelled'],credit_card,17583.71033760392,debit_card,city hotel,4,['business center'],6,March,,,,59,GNQ,5,1.2696048617697504,Sunday,03:49:09,22:15:09,2901.5731673579794,0.06993728460099194,False,2024-04-28,31.035487580469372,light,17583.71033760392
